"listing_heading","listing_price","İlan no","Son Güncelleme Tarihi","Konut Tipi","Oda + Salon Sayısı","Brüt / Net M2","Bulunduğu Kat","Bina Yaşı","Isınma Tipi","Kat Sayısı","Eşya Durumu","Banyo Sayısı","Yapı Tipi","Yapının Durumu","Kullanım Durumu","Tapu Durumu","Aidat","Cephe","Depozito","Yakıt Tipi","Ada No","Parsel No","Yetkili Ofis","Krediye Uygunluk","Site İçerisinde","Takas",""
"BUCA SEYFİ DEMİRSOY HASTANESİ YAKINI 1+1 EŞYALI KİRALIK DAİRE","17.000 TL","129980-619","13-10-2024","Daire","1 + 1","55 m2","Yüksek Giriş","5 Yaşında","Klima","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"Tınaztepe Kampüse yakın Tınaztepe Hastanesi civarı 1+1 80 m2 Dgazlı Lüks Eşyalı Asansörlü Arakat","20.000 TL","3526-3165","16-10-2024","Daire","1 + 1","80 m2","2. Kat","10 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","150 TL","Batı","20.000 TL","Doğalgaz","42665","22","Evet","","","",""
"ÜÇKUYULAR MEYDAN VE FAKÜLTELER YAKINI '2+1' ARAKAT-DGAZLI DAİRE","15.200 TL","104457-32","17-10-2024","Daire","2 + 1","70 m2","3. Kat","11 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","100 TL","Kuzey, Güney, Doğu, Batı","15.200 TL","","","","","","","",""
"KOŞU İZBAN KARŞISINDA 3+1 KİRALİK ARAKAT DAİRE","20.000 TL","14003-1488","16-10-2024","Daire","3 + 1","130 m2","3. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","","Doğalgaz","","","","","","",""
"DOĞALGAZLI-HASANALİ YÜCEL İLKÖĞRETİM OKULU YAKINI-ARAKAT 140 M2","25.000 TL","13470-2477","10-10-2024","Daire","3 + 1","145 m2","Ara Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","50 TL","Kuzey, Güney, Doğu","25.000 TL","Doğalgaz","","","Evet","","","",""
"GÜNEŞ'TEN ŞİRİNYER METRO 5DK 1+1 50M EŞYALI ASANSÖR 2.KAT AÇIK MUTFAK","19.500 TL","130324-797","17-10-2024","Daire","1 + 1","50 m2","2. Kat","2 Yaşında","Kombi","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Kuzey","20.000 TL","Doğalgaz","","","","","","",""
"BUCA ADA EMLAKTAN DUMLUPINAR MH. 3+1 BOŞ KİRALIK DAİRE","18.000 TL","145203-55","15-10-2024","Daire","3 + 1","160 m2","4. Kat","16 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","150 TL","Doğu, Batı","","","","","","Uygun değil","","",""
"BUCA BELEDİYESİ YANINDA SADECE ÖĞRENCİYE KİRALIK 3+1 ARAKAT KISMİ EŞYALI DAİRE","19.000 TL","111716-961","19-10-2024","Daire","3 + 1","130 m2","3. Kat","20 Yaşında","Kombi","5 Katlı","Eşyalı","1","Betonarme","","","","","Güney, Doğu, Batı","17.000 TL","Doğalgaz","","","","","","",""
"Şirinyer Adnan Kahveci Cd Üzeri 2+1 Ful Lüx Eşyalı Kiralık Daire","28.000 TL","24511-9096","07-10-2024","Daire","2 + 1","115 m2","Ara Kat","14 Yaşında","Kombi","5 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Doğu, Batı","28.000 TL","Doğalgaz","0","","Evet","","","",""
"GOLDİA YAPI’DAN MERKEZİ KONUM UYGUN FİYAT 2+1 EŞYALI","20.000 TL","142618-219","19-10-2024","Daire","2 + 1","85 m2","Ara Kat","6 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","200 TL","Kuzey, Güney","20.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Oyak 1.Etap'da Eşyalı,Havuzlu,Otoparklı  Sıfır 2+1 Kiralık Rezidans","45.000 TL","132940-591","18-09-2024","Daire","2 + 1","100 m2","Bahçe Katı","12 Yaşında","Merkezi (Pay Ölçer)","5 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","1.618 TL","Kuzey, Doğu, Batı","45.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA""NIN MERKEZİ YERİNDE 3+1 130M2 DOĞALGAZLI ASANSÖRLÜ ARAKAT KİRALIK DAİRE","23.000 TL","133137-562","01-10-2024","Daire","3 + 1","130 m2","2. Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","2","","İkinci El","Boş","","100 TL","Güney, Doğu","23.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA ADATEPE MAHALLESİ 3+1 KİRALIK DAİRE","25.000 TL","0-43308080","03-09-2024","Daire","3 + 1","170 m2","En Üst Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","","100 TL","Doğu","50.000 TL","Doğalgaz","","","","","","",""
"BUCANIN EN GÖZDE KONUMUNDA SİTE İÇİ PANAROMİK DOĞA MANZARALI 3+1","27.000 TL","144837-66","05-10-2024","Daire","3 + 1","145 m2","7. Kat","16 Yaşında","Kombi","9 Katlı","Eşyalı Değil","2","","","Boş","Kat Mülkiyeti","250 TL","Güney","","","","","","Uygun değil","","",""
"EFELER MAH. 30 AĞUSTOS YAKINI DOĞALGAZLI ARAKAT KİRALIK DAİRE","20.000 TL","102557-429","13-10-2024","Daire","2 + 1","110 m2","2. Kat","31 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat Mülkiyeti","","","","","","","","Uygun değil","","",""
"İzmir Buca Laleli Mah.//Uçanyolyakını//ŞOK Mar.Sokağı/5Yıl.3+1/Daire","25.000 TL","85846-1865","12-10-2024","Daire","3 + 1","120 m2","Çatı Katı","5 Yaşında","Kombi","4 Katlı","","2","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Kuzey, Güney, Doğu","25.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA İŞÇİ EVLERİ YİĞİTLER MAH.'DE EŞYALI 2+1 D.GAZLI KİRALIK DAİRE","16.000 TL","111960-200","16-10-2024","Daire","2 + 1","90 m2","4. Kat","24 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","50 TL","Kuzey, Doğu","","Doğalgaz","","","","","","",""
"Kiralık Daire üniversite tam karşısında","22.500 TL","146551-27","24-09-2024","Daire","3 + 1","138 m2","Ara Kat","25 Yaşında","Doğalgaz Sobası","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","50 TL","Kuzey","22.500 TL","Doğalgaz","","","Evet","","","",""
"BUCA ATATÜRK MAHALLESİNDE ÜNİVERSİTEYE YAKIN 2+0 GAYET KULLANIŞLI DOĞALGAZLI ARAKAT KİRALIK DAİRE","18.500 TL","150876-5","15-10-2024","Daire","2 + 1","75 m2","Ara Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","Sıfır","Boş","Kat İrtifakı","100 TL","Güney","19.000 TL","Doğalgaz","","","Evet","","","",""
"MARKA'DAN 1+1 EŞYALI KLİMALI KİRALIK DAİRE","13.000 TL","71024-1034","19-10-2024","Daire","1 + 1","55 m2","Giriş Katı","5 Yaşında","Klima","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","Güney","","","","","","Uygun değil","","",""
"EŞYALI-BUCA HASANAĞA -1 ODA 1 SALON Açık Mutfaklı","19.500 TL","13470-1741","09-10-2024","Daire","1 + 1","60 m2","2. Kat","11 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","125 TL","Güney, Doğu, Batı","19.500 TL","Elektrik","","","Evet","","","",""
"AY GAYRİMENKUL'DEN GÖKSU'DA 2+1 EŞYALI DOĞALGAZLI KİRALIK DAİRE!","16.950 TL","144455-53","27-09-2024","Daire","3 + 1","120 m2","4. Kat","11 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","Kat Mülkiyeti","100 TL","Güney, Doğu, Batı","","","","","","Uygun değil","","",""
"LALELİ'DE 2+1 ASANSÖRLÜ DOĞALGAZLI YENİ BİNADA","21.000 TL","129980-611","13-10-2024","Daire","2 + 1","75 m2","4. Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","100 TL","","","","","","","Uygun değil","","",""
"BUCA ADA EMLAKTAN DUMLUPINAR MH. 1+1KİRALIK DAİRE","14.000 TL","145203-56","15-10-2024","Daire","1 + 1","55 m2","3. Kat","4 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","50 TL","Batı","","","","","","Uygun değil","","",""
"AKINCILAR MAH 3+1 100 M2 ARAKAT DOĞALGAZLI DAİRE","16.500 TL","110918-1092","18-10-2024","Daire","3 + 1","100 m2","3. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","","20.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA BELEDİYESİNİN YAKINİNDA 3+1 KİRALIK DAİRE","25.000 TL","14003-1486","17-10-2024","Daire","3 + 1","140 m2","3. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","","Doğalgaz","","","","","","",""
"BUCA SEYFİ DEMİRSOY HAST. ARKASI 1+1 KLİMALI MERKEZİ DAİRE","15.000 TL","111716-1092","19-10-2024","Daire","1 + 1","55 m2","1. Kat","10 Yaşında","Klima","3 Katlı","","1","","","","Kat İrtifakı","","","","","","","","","","",""
"Buca’da Sıfır, 1+1 Kiralık Daire – Merkezi Konumda, Park Manzaralı","13.000 TL","125876-2267","04-10-2024","Daire","1 + 1","34 m2","1. Kat","Sıfır Bina","Kombi","3 Katlı","Eşyalı Değil","","","Sıfır","Boş","Kat İrtifakı","","","13.000 TL","","7606","14","Evet","","","",""
"Buca Nikah Sarayı Karşısında 3+1 125m2 İçi Full Yapılı Arakat","24.000 TL","24511-9102","12-10-2024","Daire","3 + 1","125 m2","3. Kat","25 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Kuzey, Güney","24.000 TL","Doğalgaz","","","Evet","","","",""
"BUCA İŞÇİ EVLERİ YİĞİTLER MAH.'DE 2+1 EŞYALI KİRALIK DAİRE","16.000 TL","111960-212","17-10-2024","Daire","2 + 1","85 m2","4. Kat","21 Yaşında","Kat Kaloriferi","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"Buca Atatürk Mahallesi ŞANLI RESİDENCE","18.000 TL","144765-64","16-10-2024","Daire","1 + 1","55 m2","Bahçe Katı","10 Yaşında","Merkezi","9 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","1.500 TL","Kuzey, Güney, Doğu, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
"ARGA'DAN BUCA ÇEVİK 1 MEYDAN YAKINI EŞYALI D.GAZLI 1+1 KİRALIK DAİRE.","18.000 TL","63598-135","03-10-2024","Daire","1 + 1","70 m2","Bahçe Katı","Sıfır Bina","Kombi","5 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","Kat İrtifakı","","Doğu","18.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Şirinyer Hürriyet Mah 3+1 110 M2 D.gaz Asansör Otpark Eşyal","30.000 TL","83461-587","10-10-2024","Daire","3 + 1","115 m2","2. Kat","3 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","200 TL","Kuzey, Güney, Doğu","","","","","","Uygun değil","","",""
"Şirinyer İzban'a Yürüme Mesafesinde Doğalgazlı 2+1 Yeni Daire !!","17.000 TL","61148-2177","11-10-2024","Daire","2 + 1","85 m2","Yüksek Giriş","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","250 TL","Güney, Doğu","","","","","","Uygun değil","","",""
"GOLDİA YAPI'DAN MERKEZİ KONUMDA SIFIR EŞYALI KİRALIK 1+1","17.500 TL","142618-202","11-10-2024","Daire","1 + 1","55 m2","Ara Kat","4 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","150 TL","Kuzey, Güney, Doğu, Batı","16.500 TL","Doğalgaz","","","Evet","","","",""
"AY GAYRİMENKUL'DEN ŞİRİNYER İZBAN DİBİ 3+1 KİRALIK DAİRE!!","21.500 TL","144455-54","27-09-2024","Daire","3 + 1","120 m2","3. Kat","11 Yaşında","Kombi","5 Katlı","Eşyalı Değil","1","","","Boş","Kat Mülkiyeti","100 TL","Güney, Batı","","","","","","Uygun değil","","",""
"BAŞOĞLUN'DAN FIRAT MAH. DOĞALGAZLI BALKONLU 2+1 DAİRE","16.000 TL","129980-616","13-10-2024","Daire","2 + 1","80 m2","4. Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"EŞYALI ,2 ODA 1 SALON SIFIR LÜX ,DOĞALGAZLI VE KLİMALI","24.000 TL","13470-2455","10-10-2024","Daire","2 + 1","75 m2","Ara Kat","Sıfır Bina","Kombi","5 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","100 TL","Güney, Doğu, Batı","24.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Şirinyer Laleli Mah.//Kanak Tünelinden Şirinyere Dönüşde 397sokak'da 2.Kat FUL EŞYALI//Memura D","20.000 TL","85846-1869","12-10-2024","Daire","2 + 1","95 m2","2. Kat","25 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat Mülkiyeti","","Kuzey, Güney, Doğu, Batı","20.000 TL","Elektrik","","","","","","",""
"BUCA CAMLIKULEDE 1+1 FULL EŞYALI","18.000 TL","149792-13","18-10-2024","Daire","1 + 1","55 m2","3. Kat","10 Yaşında","Kombi","5 Katlı","","1","Betonarme","İkinci El","Boş","","","","18.000 TL","Doğalgaz","","","","","","",""
"BUCA TINAZTEPE KAMPÜS KARŞISINDA SIFIR EŞYA LÜX DAİRE","18.000 TL","0-43449039","28-09-2024","Daire","1 + 1","40 m2","En Üst Kat","1 Yaşında","Klima","4 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","Kat Mülkiyeti","","Batı","1 TL","Elektrik","","","","","","",""
"FORBES CADDESİNE 50 MT MESAFEDE 3+2 DUBLEKS DAİRE KİRALIK","30.000 TL","14003-1489","18-10-2024","Daire","4 + 1","165 m2","Giriş Katı","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","","Doğalgaz","","","","","","",""
"BUCA ÇEVİKBİR MEYDANI'NDA SEYFİ DEMİRSOY HAST. YAKINI 1+1 ASANSÖRLÜ DOĞALGAZLI KLİMALI ARAKAT DAİRE","18.000 TL","111716-1091","19-10-2024","Daire","1 + 1","65 m2","2. Kat","4 Yaşında","Kombi","3 Katlı","","1","","","","Kat İrtifakı","","","","","","","","","","",""
"Buca Mustafa Kemal Mahallesin' de Kiralık 3+1 Daire","30.000 TL","51456-7235","18-10-2024","Daire","3 + 1","150 m2","6. Kat","6 Yaşında","Kombi","9 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Kiracılı","Kat İrtifakı","500 TL","","30.000 TL","Doğalgaz","","","Evet","","","",""
"ÜNÜVAR EMLAK'TAN BUCA'DA 2+1 DOĞALGAZLI KİRALIK DAİRE...","22.000 TL","110036-590","19-10-2024","Daire","2 + 1","85 m2","3. Kat","7 Yaşında","Kombi","5 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","24.000 TL","Doğalgaz","40518","6","Evet","","","",""
"BUCA YEŞİLBAĞLAR MAH.'DE 2+1 ARA KAT BAKIMLI KİRALIK DAİRE","14.000 TL","111960-217","17-10-2024","Daire","2 + 1","110 m2","3. Kat","21 Yaşında","Isıtma Yok","4 Katlı","Eşyalı Değil","1","","","Boş","Kat Mülkiyeti","","","","","","","","Uygun değil","","",""
"Şirinyer Nato Karşısı 3+1 140 M2 Doğalgazlı Arakat Kiralık Daire","20.000 TL","24511-9105","12-10-2024","Daire","3 + 1","140 m2","2. Kat","17 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Kuzey, Güney, Doğu","20.000 TL","Doğalgaz","","","Evet","","","",""
"İZMİR BUCADA KİRALIK 2+1( EŞYALI İSTENİRSE ÖĞRENCİYE KİRALANIR)","20.000 TL","104662-601","04-10-2024","Daire","2 + 1","100 m2","3. Kat","23 Yaşında","Kombi","5 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","Güney","18.000 TL","Doğalgaz","","","Evet","","","",""
"ÇAMLIPINAR MAHALLESİNDE 130m² DOĞALGAZLI 2+1 DAİRE","16.000 TL","143815-156","08-10-2024","Daire","2 + 1","140 m2","1. Kat","25 Yaşında","Kombi","3 Katlı","Eşyalı","1","","İkinci El","Boş","","1 TL","Kuzey, Güney","20.000 TL","Doğalgaz","","","Evet","","","",""
"REF'DEN KAMPÜS KARŞISI LÜKS EŞYALI BALKONLU 2+1 KİRALIK DAİRE","25.000 TL","144696-136","25-09-2024","Daire","2 + 1","80 m2","2. Kat","4 Yaşında","Klima","2 Katlı","Eşyalı","1","","İkinci El","Boş","Kat İrtifakı","100 TL","Güney, Doğu","25.000 TL","Elektrik","","","Evet","","","",""
"AY GAYRİMENKUL'DEN YAYLACIK MH. 3+1 FERAH KİRALIK DAİRE!!","19.000 TL","144455-61","11-10-2024","Daire","3 + 1","130 m2","4. Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","100 TL","Güney, Batı","","","","","","Uygun değil","","",""
"BAŞOĞLUN'DAN EŞYALI DOĞALGAZLI 1+1 KİRALIK DAİRE","20.000 TL","129980-622","14-10-2024","Daire","1 + 1","60 m2","1. Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","","20.000 TL","Doğalgaz","0","","Evet","","","",""
"BUCA OTOBAN BATI ÇIKIŞI ARAKAT KİRALIK 1+1 DAİRE","15.000 TL","126264-1808","17-10-2024","Daire","1 + 1","55 m2","3. Kat","5 Yaşında","Klima","6 Katlı","Eşyalı Değil","1","","İkinci El","Boş","Kat İrtifakı","","Güney, Doğu","","","","","Evet","","","",""
"AVA EMLAK'TAN ŞİRİNYER'DE 3+1 145 M2 ASANSÖRLÜ GENİŞ DAİRE","29.000 TL","85533-1770","07-10-2024","Daire","3 + 1","145 m2","3. Kat","5 Yaşında","Kombi","4 Katlı","Eşyalı Değil","2","","","Boş","","500 TL","","","","","","","","","",""
"ÇAMLIKULE MH. MERKEZİ KONUMDA // 2+1 // D.Gazlı- Kapalı Mutfak - 2 Balkon -  ARAKAT KİRALIK DAİRE","16.500 TL","104457-1","17-10-2024","Daire","2 + 1","130 m2","2. Kat","20 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","","Boş","","","Kuzey, Güney","16.500 TL","Doğalgaz","","","Evet","","","",""
"ARGA'DAN BUCA ÇEVİK BİR'DE 3+1 ARAKAT KİRALIK DAİRE","20.000 TL","63598-132","10-10-2024","Daire","3 + 1","130 m2","3. Kat","30 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","Kuzey, Güney, Batı","","","","","Evet","","","",""
"DOĞALGAZLI KOMBİLİ KLİMALİ EŞYALI 1+1","16.500 TL","125876-2192","09-10-2024","Daire","1 + 1","58 m2","2. Kat","5 Yaşında","Kombi","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","150 TL","Güney","17.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Dumlupınar 2+1 Kiralık Daire","20.000 TL","144765-68","19-10-2024","Daire","2 + 1","105 m2","Ara Kat","20 Yaşında","Belirtilmemiş","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","","","","2 TL","Doğalgaz","","","","","","",""
"DEÜ TINAZTEPE KAMPÜS KARŞISI FULL EŞYALI D.GAZLI 2+1 DAİRE","17.000 TL","142478-122","18-10-2024","Daire","2 + 1","65 m2","1. Kat","5 Yaşında","Kombi","2 Katlı","Eşyalı","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"BUCA TINAZTEPE AHMET YESEVİ KIZ YURDU YANI 1+1 FULL EŞYALI KLİMALI BAHÇELİ LÜX KİRALIK DAİRE","14.000 TL","111716-1075","19-10-2024","Daire","1 + 1","55 m2","Giriş Katı","5 Yaşında","Klima","5 Katlı","Eşyalı","1","","","","","","Kuzey, Doğu","14.000 TL","","","","","","","",""
"sahibinden 9 Eylül Kampüs karşısı doğalgazlı 2+1 eşyalı","17.000 TL","0-43558406","17-10-2024","Daire","2 + 1","60 m2","Yüksek Giriş","10 Yaşında","Kombi","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","10 TL","Batı","17.000 TL","Doğalgaz","41420","14","","","","",""
"SAFİR'den Kampüs Karşısı Eşyalı Balkonlu Kiralık Daire","18.000 TL","109159-305","15-10-2024","Daire","2 + 1","70 m2","2. Kat","3 Yaşında","Kombi","4 Katlı","Eşyalı","1","","","Boş","Hisseli Tapu","","Doğu","","","","","","Uygun değil","","",""
"ER YAPI EMLAK OFİSİNDEN HASANAĞA BAHÇESİ YANI İİBF'YE 5 DAKİKA","15.000 TL","68864-2455","10-10-2024","Daire","2 + 0","70 m2","Bahçe Katı","5 Yaşında","Kombi","3 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","","","","","","","Uygun değil","","",""
"EŞYALI-2 ODA 1 SALON  SIFIR DAİRELER-SIFIR EŞYALAR-DOĞALGAZLI","24.000 TL","13470-2454","11-10-2024","Daire","2 + 1","75 m2","Ara Kat","Sıfır Bina","Kombi","5 Katlı","Eşyalı","1","Betonarme","Sıfır","Boş","","100 TL","Güney, Doğu, Batı","24.000 TL","Doğalgaz","","","Evet","","","",""
"TUĞhan GAYRİMENKUL’DEN YAYLACIK MAHALLESİN DE KİRALIK EŞYALI DAİRE","19.000 TL","134681-92","18-10-2024","Daire","1 + 1","65 m2","Ara Kat","5 Yaşında","Klima","5 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","","100 TL","Güney, Batı","19.000 TL","Elektrik","236","9","Evet","","","",""
"ADATEPE PAZAR YERİ KARŞISI 2+1 FULL EŞYALI KİRALIK DAİRE","20.000 TL","147777-148","26-09-2024","Daire","2 + 1","100 m2","1. Kat","8 Yaşında","Klima","2 Katlı","Eşyalı","1","Betonarme","İkinci El","Boş","Kat İrtifakı","50 TL","Güney, Doğu","20.000 TL","Elektrik","50054","13","Evet","","","",""
"AY GAYRİMENKULDEN ŞİRİNYER MERKEZDE KİRALIK DAİRE !!!","17.500 TL","144455-62","11-10-2024","Daire","2 + 1","80 m2","3. Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","","100 TL","Güney, Batı","","","","","","Uygun değil","","",""
"REF'DEN İBF YANI DOĞALGAZLI TERASLI DUBLEKS 2+1 KİRALIK DAİRE","20.000 TL","144696-138","29-09-2024","Daire","2 + 1","95 m2","4. Kat","Sıfır Bina","Kombi","4 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","","Güney, Doğu","","","","","","Uygun değil","","",""
"ATÖLYE'DEN HASANAĞA BAHÇESİ YAKINI TADİLATLI 135 M² KİRALIK 3+1","18.500 TL","104396-80","15-10-2024","Daire","3 + 1","145 m2","1. Kat","16 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","","","","Doğalgaz","1","","Evet","","","",""
"AKINCILAR MAH. 3+1 ARAKAT FULL EŞYALI KİRALIK DAİRE","25.000 TL","18435-5243","17-10-2024","Daire","3 + 1","130 m2","2. Kat","4 Yaşında","Kombi","5 Katlı","Eşyalı Değil","2","","Betonarme","Boş","","","","25.000 TL","Doğalgaz","","","","","","Hayır",""
"BUCA KONFORUN ADRESİ","200 TL","138098-14","14-10-2024","Daire","2 + 1","55 m2","Ara Kat","2 Yaşında","Klima","2 Katlı","","1","","","","","","","","","","","","","","",""
"NEZİH SİTE İÇİ ''2+1'' FULL EŞYALI - OTOPARKLI KİRALIK DAİRE","26.000 TL","104457-24","14-10-2024","Daire","2 + 1","110 m2","3. Kat","11 Yaşında","Kombi","9 Katlı","Eşyalı","1","","","Boş","","400 TL","Kuzey, Güney, Doğu, Batı","","","","","","Uygun değil","Evet (Site Adı Belirtilmemiş)","",""
"bucaPARİSA'DAN KOZAĞAÇ MEYDAN YAKINI KİRALIK 2+1","13.000 TL","143816-21","16-10-2024","Daire","2 + 1","100 m2","3. Kat","18 Yaşında","Isıtma Yok","3 Katlı","Eşyalı Değil","1","","","Boş","Kat İrtifakı","20 TL","","13.000 TL","","","","","","","",""
"Şirinyer Laleli Mh. 3+1 150m2 Ebeveyn Banyolu D.Gazlı Daire","25.000 TL","24511-9079","27-09-2024","Daire","3 + 1","150 m2","3. Kat","12 Yaşında","Kombi","3 Katlı","Eşyalı Değil","2","Betonarme","İkinci El","Boş","Kat İrtifakı","","Güney","25.000 TL","Doğalgaz","","","Evet","","","",""
"Buca Hat Boyunda Koşu İzban Durağına Yakın 2+1 85 m2 Ankastre Mutfak Hilton Banyo Çift Cephe Daire","20.000 TL","9709-4854","03-10-2024","Daire","2 + 1","85 m2","1. Kat","9 Yaşında","Kombi","4 Katlı","Eşyalı Değil","1","Betonarme","İkinci El","Boş","Kat İrtifakı","100 TL","Doğu, Batı","20.000 TL","Doğalgaz","","","Evet","","","",""
